Slot,,IDs,resources.dcb (File Name),Clean Name,Type
0640,,28CF4C5DFCEB1B12,Perk_Talisman_Muspelheim_Reinforce2_NGP,,
0458,,28CFD1CF547C3BDD,Tryptich_Thrym,,
057E,,28D1B4E2E46A6B0E,LEGENDARY_RUNE_TAKE_DAMAG,,
04E7,,290DB77C399A09D6,Bestiary_Unlock_Draugr_2H,,
01FC,,292866482FC7EB12,KratosArmorLegs_DamageSet_Tier04_Reinforce2,,
0521,,29418BC60D5696BC,Bestiary_Unlock_Ogre_Basher_Tip_01,,
02AE,,295CFC6EE0A0EF81,ReinforcementBlades_Tier04,,
03C5,,297098FF474257BE,RuneCreator_Tier08_Epic_Condition,,
003F,,2991D51CE1934785,MaxHealth_Tracker10,,
0520,,299382D624ABA37A,Bestiary_Unlock_Ogre_Charger,,
0679,,2994F92F288C5964,WeaponComponent_Blades_OnDamage_ProcFire_Reinforce1_NGP,,
007B,,29AA2E3FCAF55223,AsgardianSteel_Tracker6,,
01D8,,29E6161613A435BA,KratosArmorLegs_SpeedSet_Tier03_Reinforce2,Scaled Waist Guard of Focus Lv3,
0184,,2A5D76E1BAD453BE,KratosShield_Pink,,
02D1,,2AF6A431E5F1ECD5,KratosArmorTrinket_RageGrab_Reinforce2,,
010C,,2AFE696C3EEC0637,BroochNeedle,,
0214,,2B66140A9368DF58,KratosArmorLegs_TankSet_Tier06_Reinforce1,,
0143,,2B7BD35C96676EE5,RiftTutorial,,
0061,,2C2EE7258ECCBC16,AxeReinforcement_Tracker1,,
0169,,2C32CB467E41E82B,AlfheimMarker,,
03A3,,2C4B0C600A9E0B59,RuneCreator_Unique_T4ShopVitality,,
03F3,,2C65D15BF7CDBBA1,Axe_Tier01_AxeEvadeAttack_Light,,
0526,,2C6C9DAAD1A98691,Bestiary_Unlock_Revenant_Spawner,,
042B,,2CBFD2A1BB8FCF35,SonPerk_LightArrow_Potency_Tier01,,
0317,,2CD00741BEB83472,Perk_Weapon_Niflheim_Reinforce2,,
0624,,2CF8503559C8E6B1,KratosArmorTrinket_HealthBurst_Reinforce3_NGP,,
004A,,2D0807EBA64C5EB2,MaxRage_Tracker10,,
0447,,2D47B5FF493ABE5D,Tryptich_Skadi_PostBoat,,
0096,,2D53D4C7E8C08A0B,NiflheimTearKey_Counter,,
0577,,2DF698920D92A081,RARE_RUNE_ON_KILL,,
053F,,2E48A92FBCD44FC8,Bestiary_Unlock_Projection_HelBrood,,
0292,,2E5E5D6AA1DB012C,SonArmorSpeed02,Superior Sharpshooter Garb,
051F,,2E74858BA18DB9F5,Bestiary_Unlock_Ogre_Basher,,
0034,,2EF71530A99EDA6B,EnhancedTravelerLoot_Tracker9,,
053C,,2F5B9F2B5C83E5B3,Bestiary_Unlock_Troll_Grendel_of_the_Ashes,,
030B,,2F64EE4A9FAD85A5,WeaponComponent_Axe_AllStats_Reinforce1,,
065C,,2F67583B29A44B2A,Perk_Offense_OnMeleeDamage_HealthDrain_Reinforce2_NGP,,
057D,,2F9C78CC1C1EDFBF,RARE_RUNE_TAKE_DAMAGE,,
0561,,2FAC9D93E26E0A59,Bestiary_Unlock_Ancient_Forest,,
01E9,,300B5A903169833A,KratosArmorWrist_TankSet_Tier04_Reinforce2,,
00D3,,300E903876C3ADCC,ShipSeaHorse,,
00C9,,300F5E150C75F970,DisplayNorseMaskStraightBeard,,
01D4,,306AD4751E3886D8,KratosArmorWrist_SpeedSet_Tier03_Reinforce1,Scaled Bracers of Focus Lv2,
021C,,30A5B048DC097627,KratosArmorWrist_DamageSet_Tier06,Mythic Gauntlets of Arcane Might,
017E,,30C985B724DE4ECF,KratosShield_02,,
01F4,,30DD9E30CAE5761D,KratosArmorChest_DamageSet_Tier04,Dwarven Runic Pauldron,
0274,,30E804469C78B951,KratosArmorLegs_NifTankSet_Tier06,Ivaldi'S War Belt of Infinite Mist,
0167,,30F3BDBB54846089,WaterDropMarker,,
0001,,311E1110BCAADB2A,kPickupRageMode,,
05E5,,31228DD103AE8989,KratosArmorLegs_MspDamageSet_Tier06_Reinforce1_NGP,,
01DD,,312A7B1EAB87B76B,KratosArmorWrist_DamageSet_Tier03_Reinforce1,Metal-Plated Bracers Lv2,
034D,,312F1E3C84C373B2,WeaponComponent_Blades_OnHeadshot_OffenseBuff_Reinforce1,,
029C,,31543D180E1D3836,SonArmorBonus03,Spartan Training Garb,
03AE,,31A82A4FF675BB2B,RuneCreator_Unique_BladeWeaponSpecial01,,
061D,,31E1E22CEFDF65C0,KratosArmorLegs_Bonus03_Reinforce1,,
0582,,321A10C4DD695DE3,EPIC_RUNE_CLEAVE,,
0606,,3225AAC6C42CC83D,KratosArmorChest_Bonus01,,
0595,,322FE9F18DD0FFF8,RUINS_GOLEM_REWARD,,
00CF,,32335F937E356D80,DisplayNorseMaskGhoul,,
037A,,32379831F3CBEEE1,Perk_Flat_OnKill_HealthDrain_Reinforce1,,
0402,,323FC9EB63E631BD,Axe_Tier01_Throw_PaintTargetUpgrade,,
01B4,,32BA9E7F892E080F,KratosArmorLegs_TankSet_Tier02_Reinforce2,Viken Waist Guard Lv3,
0469,,32EEDA94B7FDAAD9,RIV_475_Lore_03,,
02A4,,3356FE9BAE78CFD7,ReinforcementQuiver_Tier02,,
058A,,33AD9898FF6AB298,STONEMASON_VALKYRIE_RUNE,,
00AA,,33B1243ADC03764B,DisplayLostToy,,
04DE,,33F6E2A9DFF6F7FD,Bestiary_Unlock_Seidr_Fanatic_Tip_01,,
03FC,,34B466C925D6E299,Axe_RageMode_Upgrade_R1Mash,,
03A8,,34CAE7F371736FA3,RuneCreator_Unique_Valkyrie02,,
01A1,,34D7C8424B312CAB,KratosArmorWrist_SpeedSet_Tier01_Reinforce_Reinforce2,,
0583,,351CB76B48EBD854,RARE_RUNE_STATS,,
0261,,3522F4D2083E92E3,KratosArmorWrist_MspSpeedSet_Tier06,Blazing Magma Wrappings,
0114,,35D2EF9640531CD9,NifRecipes,,
04E2,,35E212BE0A61C4B7,Bestiary_Unlock_Seidr_Traveler_Tip_01,,
00E4,,35F3C405F209D5D6,AlfheimPendant,,
01DC,,362BDD3609B2F117,KratosArmorChest_DamageSet_Tier03_Reinforce1,Metal-Plated Shoulder Guard Lv2,
0459,,363748529F0A3011,Tryptich_Thrym_PostBoat,,
01E5,,36598D3ED9723F16,KratosArmorChest_TankSet_Tier04_Reinforce1,,
0509,,367A5E8E6948DC63,Bestiary_Unlock_DarkOne_Elite_Tip_01,,
0218,,36E5A57E0E44CF15,KratosArmorChest_SpeedSet_Tier06_Reinforce1,,
002E,,37091430A99EDA6B,EnhancedTravelerLoot_Tracker3,,
0415,,3759D9156FC99925,Blades_Tier01_Melee_Node01_SubNode04,,
05C0,,37719E73D8C5654C,KratosArmorWrist_HuldraSindriSet_Tier06_Reinforce1_NGP,,
0515,,38245439FF404249,Bestiary_Unlock_Nightmare_Fire_Tip_01,,
02AF,,3858FC6EE0A0EF81,ReinforcementBlades_Tier05,,
049D,,38646324F7EF168D,MimirTalksMagniModi_Lore,,
066D,,388D9E67C78CE241,WeaponComponent_Axe_Valkyrie01_Reinforce1_NGP,,
057A,,38A212DFBAF0E569,RARE_RUNE_LOW_HEALTH,,
03AC,,3972F00065A11AE2,RuneCreator_Unique_WeaponSpecial04,,
0251,,39BBFB5E61F4F329,KratosArmorChest_ValkyrieSet_Tier06_Reinforce1,,
019C,,39F888F5377C1DD1,KratosArmorLegs_SpeedSet_Tier01_Reinforce,,
0494,,3A7138A5BF9BE81D,AsgardScroll_Lore,,
0475,,3AA409E1EA6C1207,SM_600_Lore_01,,
01D5,,3AE2161613A435BA,KratosArmorLegs_SpeedSet_Tier03_Reinforce1,Scaled Waist Guard of Focus Lv2,
0496,,3B16998D014B7837,VanaheimScroll_Lore,,
02D6,,3B2CC27B5F2CB336,KratosArmorTrinket_HealthBurst,,
03FF,,3B4E1C392BBFA692,Axe_RageMode_Upgrade_L1,,
04F5,,3B5E3018EE5FEFDB,Bestiary_Unlock_Draugr_Dual_Tip_02,,
058B,,3B6DEA640FF573C7,PEAKS_VALKYRIE_RUNE,,
0548,,3B98708731669A7E,Bestiary_Unlock_Wolf_Feral_Tip_02,,
042C,,3BBBD2A1BB8FCF35,SonPerk_LightArrow_Potency_Tier02,,
00EE,,3C0870A87D2CBB10,DisplayAlfheimHook,,
0324,,3C551FC561E222DF,WeaponComponent_Axe_Default,,
022C,,3C79C7AEF5C790E1,KratosArmorLegs_ElementalSet_Tier06,Belt of the Ancients,
0687,,3CACEA8D28B756B4,RuneCreator_Unique_Kvasir_NGP,,
05EE,,3CBDAF20458040BB,KratosArmorLegs_NifTankSet_Tier06_Reinforce1_NGP,,
04A2,,3CC171EDA0CFFFE1,OldestEnemies_Lore,,
0253,,3D2F83E5CB1108A1,KratosArmorLegs_ValkyrieSet_Tier06_Reinforce1,,
044C,,3D84E71F05CF84FA,Tryptich_Bergelmir,,
0614,,3DAA088AFB44C001,KratosArmorLegs_Bonus02_Reinforce1,,
0560,,3DDBFE4E5778EDD7,Bestiary_Unlock_Ancient_Stone,,
004B,,3E0C07EBA64C5EB2,MaxRage_Tracker11,,
00CA,,3E6A688903306180,DisplayNorseMaskHydra,,
00E9,,3E6AB188414493BA,AlfheimInsect,,
0450,,3E7A6F9EFF4317D9,Tryptich_Jormungandr,,
0654,,3E9D5BC6723E3C8F,Perk_Offense_OnMeleeDamage_ProcLightning_NGP,,
007C,,3EAE2E3FCAF55223,AsgardianSteel_Tracker7,,
02A8,,3EC01B327975AF5E,ReinforcementAxe_Tier03,,
0293,,3F5A5D6AA1DB012C,SonArmorSpeed03,,
01FA,,3F62E75718B3EA09,KratosArmorChest_DamageSet_Tier04_Reinforce2,,
004C,,3FB3EE3CF5D64D92,NifRecipeTracker,,
0316,,3FD40741BEB83472,Perk_Weapon_Niflheim_Reinforce1,,
04FE,,3FE47300B39A2D29,Bestiary_Unlock_DarkOne_Base,,
0491,,3FF04E5821E87CAD,Dragon_Reveal_Lore,,
0022,,3FF4B9DBD9F07B2F,TravelerLoot_Tracker1,,
01B0,,4009351933BAE6C2,KratosArmorWrist_TankSet_Tier02_Reinforce1,Viken Bracers Lv2,
002D,,40151430A99EDA6B,EnhancedTravelerLoot_Tracker2,,
04A0,,401A94AC45851924,OdinVsTheFuture_Lore,,
03BD,,40A3761C20DD1067,RuneCreator_Niflheim06,,
039A,,40AC0F7DA3927188,RuneCreator_Unique_Bonus01,,
05A7,,40B77E8CD156C005,KratosArmorChest_TravelerSet_Tier06_Reinforce2_NGP,,
0421,,40B844A7978D8949,Blades_TossSurge_Lvl02,,
00A9,,410C37EC52DFBA00,DisplayBrooch,,
03FB,,41695E2858CEE599,Axe_RageMode_Upgrade_R1Hold,,
0534,,417AE7D77E930D5C,Bestiary_Unlock_Troll_Daudi_Kaupmadr,,
03C7,,41AA0BE8A9130B21,FrostSpecialAxeSpin,,
02CF,,41BA24B640168288,KratosArmorTrinket_RageGrab,,
01D9,,41C19E30CAE5761D,KratosArmorChest_DamageSet_Tier03,Metal-Plated Shoulder Guard,
0049,,41C73CC54231D753,MaxRage_Tracker9,,
03FE,,41DAA8D05E27E699,Axe_RageMode_Upgrade_R2Hold,,
0256,,423383E5CB1108A1,KratosArmorLegs_ValkyrieSet_Tier06_Reinforce2,,
0237,,427ADBD7C536988E,KratosArmorWrist_TravelerSet_Tier06_Reinforce1,,
0593,,42AB70EFF1550352,SHIPWRECK_GOLEM_REWARD,,
020B,,42D693CAFBFF3A1D,KratosArmorLegs_DamageSet_Tier05,Waist Guard of the True Warrior,
0423,,42E5BBD52D961F6B,Blades_Toss_Light_Unlock,,
0025,,42E8B9DBD9F07B2F,TravelerLoot_Tracker4,,
0429,,42F5863914FFCA30,SonPerk_FollowUp,,
00CD,,42F73B67CA9D21FC,DisplayNorseMaskTiki,,
0064,,433AE7258ECCBC16,AxeReinforcement_Tracker4,,
027B,,43426DC2711B0BDB,KratosArmorChest_NifSpeedSet_Tier06,Ivaldi's Spaulders of Cursed Mist,
028D,,4351BAA3FE4070D3,KratosArmorChest_PinkSet,Cod of War Tunic,
0445,,43A8A793D4C451B0,Tryptich_Hrungnir_PostBoat,,
02A2,,43CA12D4CA585869,ReinforcementBow_Tier05,,
003C,,43CF16BD0CC5466C,MaxHealth_Tracker7,,
048D,,43DF206BCE1636AD,VikingFuneral_Reveal_Lore,,
0476,,43F2DA94B7FDAAD9,RIV_475_Lore_02,,
03F2,,441419135E0792B3,Axe_Tier01_ParryProjectile,,
045D,,442E74F7CC244CF3,VF_225_Lore_01,,
02F8,,445A19977C996E54,KratosArmorTrinket_Valkyrie_Reinforce1,,
022D,,447C88023A4B7596,KratosArmorChest_ElementalSet_Tier06_Reinforce1,,
022E,,44A2D89639FD58A4,KratosArmorWrist_ElementalSet_Tier06_Reinforce1,,
045B,,44C8208E4E0F68A9,HTTK_170_Lore_01,,
054A,,44FC888DDEBC7170,Bestiary_Unlock_Wolf_Rabid_Tip_02,,
040F,,452897FB4054EBB9,Axe_Tier02_Bare_Node01,,
0455,,456B646FE71D8AD2,Tryptich_Surtr_PostBoat,,
03BC,,459601A22BF331B2,RuneCreator_Unique_BladeWeaponSpecial05_NGP,,
0241,,459693888B005D3D,KratosArmorLegs_HuldraBrokSet_Tier06_Reinforce1,,
01A0,,45A8DEED8DF5FFF3,KratosArmorChest_SpeedSet_Tier01_Reinforce_Reinforce2,,
0103,,45A9A06EDA1E2895,DisplayHornWorldTree,,
0068,,45C6B898659F86BB,BladesReinforcement_Tracker3,,
01E0,,46367B1EAB87B76B,KratosArmorWrist_DamageSet_Tier03_Reinforce2,Metal-Plated Bracers Lv3,
0451,,466AFF5A10678311,Tryptich_Jormungandr_PostBoat,,
0427,,46996FD5C75649F6,SonPerk_CloseCombat,,
0392,,46A1FCDD48E97815,RuneCreator_Unique_Asgard,,
0270,,46D9AE74C7A4E2E5,KratosArmorWrist_MspDamageSet_Tier06_Reinforce2,,
01DF,,4737DD3609B2F117,KratosArmorChest_DamageSet_Tier03_Reinforce2,Metal-Plated Shoulder Guard Lv3,
0519,,47688E286C8FDB65,Bestiary_Unlock_Nightmare_Suicide_Tip_03,,
0082,,47BA416B119A17E2,PerfectAsgardianSteel_Tracker3,,
01CE,,47E9B94D6DC50A6E,KratosArmorWrist_TankSet_Tier03_Reinforce2,Defender's Arm Guards Lv3,
0529,,47EB699F31E8DD65,Bestiary_Unlock_Revenant_Poison_Tip_02,,
00F0,,47F570EB09AEAB41,CupDragon,,
067C,,4807E7115F1C02C7,WeaponComponent_Blades_OnDamage_ProcBomb_Reinforce1_NGP,,
0511,,481A35C79DD72E7B,Bestiary_Unlock_Nightmare_Base_Tip_01,,
057F,,482081098DE28AE6,EPIC_RUNE_TAKE_DAMAGE,,
00C2,,48678DC200411199,NorseMaskNoBeard,,
0161,,48D69A12BF32356E,UB01_Reveal,,
05F0,,48DA9CF21C2202B2,KratosArmorWrist_NifTankSet_Tier06_Reinforce2_NGP,,
01D3,,48E3DC49BD8436AA,KratosArmorChest_SpeedSet_Tier03_Reinforce1,Plated Pauldon of Focus Lv2,
043F,,491CC0BC8FE5988B,Bow_Skill_ArrowDamage_Tier02,,
0516,,49385439FF404249,Bestiary_Unlock_Nightmare_Fire_Tip_02,,
0530,,4941928CA5F46637,Bestiary_Unlock_Tatzelwurm_Spitter_Tip_01,,
0413,,4941D9156FC99925,Blades_Tier01_Melee_Node01_SubNode02,,
0070,,494454D0CD61EFB0,LeiptrAlloy_Tracker,,
060A,,49AF124EE4159CF7,KratosArmorWrist_Bonus01_Reinforce1,,
061E,,49D553E560E0E173,KratosArmorChest_Bonus03_Reinforce2,,
0565,,49EB30A31090E9C1,Bestiary_Unlock_Freya,,
0286,,4A183F9396E1FB07,KratosArmorLegs_NifDamageSet_Tier06,Ivaldi's War Belt of Deadly Mist,
00A7,,4AAE41BE62AD8155,DisplayVikingHorn,,
048C,,4ABF4981D6E929A1,Brok02_Reveal_Lore,,
0058,,4B849674BBA14E4C,HuldraRunicBonus4,,
01CA,,4B9C550D079A0AE1,KratosArmorChest_TankSet_Tier03_Reinforce1,Defender's Cuirass Lv2,
03EA,,4BD2F76364B3AF5C,Axe_Tier01_Melee_Node01_SubNode04,,
05ED,,4BDB26553C815FAC,KratosArmorWrist_NifTankSet_Tier06_Reinforce1_NGP,,
056B,,4BFCC79376547A09,Bestiary_Unlock_Reginn,,
0242,,4C3593AE42A27524,KratosArmorChest_HuldraBrokSet_Tier06_Reinforce2,,
0200,,4CBD3F90F881FA56,KratosArmorChest_TankSet_Tier05_Reinforce1,,
00A1,,4D3BBAB0D87D5D4A,OrnateCup,,
00D7,,4D7BDCED0F1E564C,ShipGoldHook,,
04AD,,4D88E1ED75293600,FreyaStoppedBy_Lore,,
0136,,4D961B2A6F5A72F6,ResurrectionStoneCSold,,
0183,,4DD585B724DE4ECF,KratosShield_07,,
02C4,,4E297CF1A04700B7,KratosArmorTrinket_LowHealth_Offense,,
03AB,,4E6EF00065A11AE2,RuneCreator_Unique_WeaponSpecial03,,
01BE,,4EC59E30CAE5761D,KratosArmorChest_DamageSet_Tier02,Wolfskin Shoulder Guard,
0637,,4F80A987B04677A2,KratosArmorTrinket_EmpoweringRift_Reinforce2_NGP,,
007D,,4FB22E3FCAF55223,AsgardianSteel_Tracker8,,
0345,,4FB429343FE40431,WeaponComponent_Blades_OnKill_DefenseBuff_Reinforce2,,
036F,,4FB982952C729340,Perk_Offense_AxeHeavyHold_HealthBurst_Reinforce2,,
02A9,,4FDC1B327975AF5E,ReinforcementAxe_Tier04,,
0480,,4FE5E89712901756,Xpl450_InnMenn,,
0545,,4FEB741A824CF543,Bestiary_Unlock_Wolf_Feral,,
0435,,503404521E98D2B5,SonPerk_ShockArrow_OnHitSpark,,
056E,,507D56B04D2AC9EC,Bestiary_Unlock_Motsognir,,
04FD,,50CCDE136C81D980,Bestiary_Unlock_Draugr_Weapon_Tip_02,,
002C,,51111430A99EDA6B,EnhancedTravelerLoot_Tracker1,,
0655,,5111E2DE1C0493F0,Perk_Offense_OnMeleeDamage_ProcLightning_Reinforce1_NGP,,
02A6,,514EFE9BAE78CFD7,ReinforcementQuiver_Tier04,,
04EA,,515C845AB8B583FF,Bestiary_Unlock_Draugr_Arm,,
023A,,517EDBD7C536988E,KratosArmorWrist_TravelerSet_Tier06_Reinforce2,,
020D,,5186ABAE5B437A0D,KratosArmorWrist_DamageSet_Tier05_Reinforce1,,
039B,,51A80F7DA3927188,RuneCreator_Unique_Bonus02,,
0024,,51ECB9DBD9F07B2F,TravelerLoot_Tracker3,,
03A4,,51ED2ED9B8C669CD,RuneCreator_Unique_T4ShopCooldown,,
00B9,,52B8E5A466031B8B,DisplayLostToyHorse,,
003D,,52CB16BD0CC5466C,MaxHealth_Tracker8,,
058E,,52FAA581F66E66FD,ALF_VALKYRIE_RUNE,,
01B3,,530D351933BAE6C2,KratosArmorWrist_TankSet_Tier02_Reinforce2,Viken Bracers Lv3,
068A,,5343978C802835DB,NGPFlag,,
059B,,53594C26E43A8F0C,KratosArmorChest_TyrSet_Tier06_Reinforce1_NGP,,
021D,,53D293CAFBFF3A1D,KratosArmorLegs_DamageSet_Tier06,Mythic War Belt of Arcane Might,
0110,,540DFFB10D626DCC,DisplayBroochRuby,,
0587,,5453FECC9464009F,STONEMASON_GOLEM_REWARD,,
05E8,,54579CDB0DEF8589,KratosArmorLegs_MspDamageSet_Tier06_Reinforce2_NGP,,
0267,,5481D33158B28A9F,KratosArmorWrist_MspSpeedSet_Tier06_Reinforce2,,
0099,,5489B74638FC77BB,DChestLootedMarker,,
0244,,549293888B005D3D,KratosArmorLegs_HuldraBrokSet_Tier06_Reinforce2,,
019D,,54ACDEED8DF5FFF3,KratosArmorChest_SpeedSet_Tier01_Reinforce_Reinforce1,,
0069,,54C2B898659F86BB,BladesReinforcement_Tracker4,,
02A1,,54CE12D4CA585869,ReinforcementBow_Tier04,,
0632,,54CE1F6DC6C2FA8A,Perk_Utility_Focus_Mode_Reinforce1_NGP,,
0477,,54F6DA94B7FDAAD9,RIV_475_Lore_01,,
0539,,550C94C24376BDE3,Bestiary_Unlock_Troll_Stonebeard_King,,
0327,,5525FCE28EFF630A,Perk_Offense_OnMeleeDamage_ProcFrost_Reinforce1,,
0135,,554EED200EBC46F6,ResurrectionStoneBSold,,
04CB,,558890F86D0ABBEA,Bestiary_Unlock_Seidr_Brawler,,
04F9,,55A580F10BC5F32D,Bestiary_Unlock_Draugr_Legs_Tip_02,,
0231,,55A6D89639FD58A4,KratosArmorWrist_ElementalSet_Tier06_Reinforce2,,
0685,,55BDD9C3C4D9A673,RuneCreator_Unique_Traveler_NGP,,
04C8,,55C68B1DD93FD0D2,Bestiary_Unlock_Hel_Traveler,,
026D,,55DDAE74C7A4E2E5,KratosArmorWrist_MspDamageSet_Tier06_Reinforce1,,
05FA,,562829957C078266,KratosArmorLegs_NifSpeedSet_Tier06_Reinforce2_NGP,,
03EB,,566D27035B9F1BF7,Axe_Tier01_Bare_Node01,,
0081,,56BE416B119A17E2,PerfectAsgardianSteel_Tracker2,,
0048,,56C33CC54231D753,MaxRage_Tracker8,,
01CB,,56EDB94D6DC50A6E,KratosArmorWrist_TankSet_Tier03_Reinforce1,Defender's Arm Guards Lv2,
0216,,57884F41C8303BEF,KratosArmorWrist_SpeedSet_Tier06,Bracers of the World Serpent,
053E,,57A42E4CF86EAB33,Bestiary_Unlock_Projection_Brood,,
023D,,57B422A2B210DA08,KratosArmorWrist_HuldraBrokSet_Tier06,Brok’s Royal Dwarven Gauntlets,
0321,,57B6B9A45CE518CF,WeaponComponent_NifleheimSpecial02,,
024D,,57BC89B933A4EFA1,KratosArmorLegs_HuldraSindriSet_Tier06_Reinforce2,,
046C,,57E578111E591702,Xpl425_LoreMarker,,
04EE,,57F261E182E25AB4,Bestiary_Unlock_Draugr_Base_Tip_01,,
0549,,57F8888DDEBC7170,Bestiary_Unlock_Wolf_Rabid_Tip_01,,
0325,,57FB47048A77A160,WeaponComponent_Blades_Default,,
0414,,5845D9156FC99925,Blades_Tier01_Melee_Node01_SubNode03,,
05C1,,585E33120FDF5DF5,KratosArmorLegs_HuldraSindriSet_Tier06_Reinforce1_NGP,,
01CD,,5898550D079A0AE1,KratosArmorChest_TankSet_Tier03_Reinforce2,Defender's Cuirass Lv3,
03E9,,58D6F76364B3AF5C,Axe_Tier01_Melee_Node01_SubNode03,,
0584,,58F1F908F4EF9A41,LEGENDARY_RUNE_STATS,,
0512,,591E35C79DD72E7B,Bestiary_Unlock_Nightmare_Base_Tip_02,,
0142,,591EDD64DEAE3E64,RiftDeathCounter,,
0634,,599FD11D2365C576,Perk_Utility_Focus_Mode_Reinforce3_NGP,,
00E8,,59F8E68106CA460A,AlfheimHook,,
0574,,5A385B99E6284B12,RARE_RUNE_DEFENSIVE,,
0040,,5A8DD51CE1934785,MaxHealth_Tracker11,,
04B1,,5B05C9CA70670746,Evade_Tutorial,,
0419,,5B27C07308BF2747,Blades_Tier02_Melee_Node01,,
0375,,5B2D1454C56FA8B5,Perk_Throw_OnHeadshot_OffenseBuff_Reinforce2,,
0405,,5B30BD465C06A43A,Axe_Tier02_AxeDelayComboUpgrade_02,,
02D0,,5BEAA431E5F1ECD5,KratosArmorTrinket_RageGrab_Reinforce1,,
025E,,5C058CA18FCF30A9,KratosArmorWrist_MspTankSet_Tier06_Reinforce2,,
034A,,5C3EF648A5796040,WeaponComponent_Blades_OnKill_CooldownBurst_Reinforce1,,
0315,,5CA81E36E24053C4,Perk_Weapon_Niflheim,,
0344,,5CB029343FE40431,WeaponComponent_Blades_OnKill_DefenseBuff_Reinforce1,,
023B,,5CB1CA121AB57510,KratosArmorLegs_TravelerSet_Tier06_Reinforce2,,
007E,,5CB62E3FCAF55223,AsgardianSteel_Tracker9,,
02AA,,5CD81B327975AF5E,ReinforcementAxe_Tier05,,
0062,,5D32E7258ECCBC16,AxeReinforcement_Tracker2,,
0396,,5D90E3ADE09153E2,RuneCreator_Unique_Musp,,
0575,,5DCD50FFFC5BB381,LEGENDARY_RUNE_DEFENSIVE,,
04C5,,5DD3B81D2B867390,Bestiary_Unlock_Hel_Fanatic_Archer,,
04EC,,5DEB9B612CF3630E,Bestiary_Unlock_Draugr_Body,,
043E,,5E18C0BC8FE5988B,Bow_Skill_ArrowDamage_Tier01,,
0138,,5E70474ECEFBE6C0,RunicAttackTutorial,,
03AA,,5F6AF00065A11AE2,RuneCreator_Unique_WeaponSpecial02,,
0674,,5F7C35E31072EE56,WeaponComponent_Axe_QueenValkyrie01_Reinforce2_NGP,,
0659,,5F8C59D4D8EC2D51,Perk_Offense_OnMeleeDamage_ProcFrost_Reinforce2_NGP,,
023E,,600511A7B3B5985D,KratosArmorLegs_HuldraBrokSet_Tier06,Brok’s Royal Dwarven Waist Guard,
0276,,600C5F6E667F2326,KratosArmorWrist_NifTankSet_Tier06_Reinforce1,,
04D9,,6073CE4A032C58A3,Bestiary_Unlock_Hel_Brawler_Tip_02,,
0285,,60749A0B82C8673A,KratosArmorWrist_NifDamageSet_Tier06,Ivaldi's  Gauntlets of the Deadly Mist,
0204,,60844F41C8303BEF,KratosArmorWrist_SpeedSet_Tier05,Mythic Bracers of Clarity,
030A,,61395642227A34D0,WeaponComponent_Axe_AllStats,,
0233,,615B1370AEBED3EA,KratosArmorChest_TravelerSet_Tier06,Breastplate of the Traveler,
0517,,61608E286C8FDB65,Bestiary_Unlock_Nightmare_Suicide_Tip_01,,
02F3,,61880576C9DE2CD5,KratosArmorTrinket_EmpoweringRift_Reinforce2,,
04FC,,61C0DE136C81D980,Bestiary_Unlock_Draugr_Weapon_Tip_01,,
003E,,61C716BD0CC5466C,MaxHealth_Tracker9,,
0166,,628DE14044768B0C,TierMarker,,
04B6,,6290DE4FCB50238E,ThrowableCrystals_Tutorial,,
0502,,62E10C2F5A268C3C,not found,,
034B,,6332F648A5796040,WeaponComponent_Blades_OnKill_CooldownBurst_Reinforce2,,
0247,,63784D8C0A5351B7,KratosArmorLegs_HuldraSindriSet_Tier06,Sindri’s Royal Dwarven Waist Guard,
0260,,63984481241F1485,KratosArmorChest_MspSpeedSet_Tier06,Blazing Magma Pauldrons,
03F0,,63E9AD01C0CB81B3,Axe_Tier01_ParryAttack_Light,,
03BA,,647D80896C676AB2,RuneCreator_Unique_BladeWeaponSpecial03_NGP,,
0027,,64E0B9DBD9F07B2F,TravelerLoot_Tracker6,,
035D,,65251E4CC68F3082,WeaponComponent_Blades_OnLaunch_OffenseBuff_Reinforce2,,
060B,,659DB046BC16ED88,KratosArmorLegs_Bonus01_Reinforce1,,
0084,,65B2416B119A17E2,PerfectAsgardianSteel_Tracker5,,
03E7,,66DEF76364B3AF5C,Axe_Tier01_Melee_Node01_SubNode01,,
0394,,66EA09695C6A1AA3,RuneCreator_Unique_Svartalfheim,,
03A0,,67027FE11892DC4F,RuneCreator_Tier02_Common_One_Stat,,
05CB,,679CF76C01AB04CA,KratosArmorChest_ValkyrieSet_Tier06_Reinforce2_NGP,,
02C2,,67B790F750FAFAA6,Perk_Kill_Any_Cooldown,,
05C9,,67FC530C540A9E01,KratosArmorWrist_ValkyrieSet_Tier06_Reinforce1_NGP,,
05D3,,68021D0CB4D3782D,KratosArmorLegs_MspTankSet_Tier06_Reinforce1_NGP,,
0374,,68211454C56FA8B5,Perk_Throw_OnHeadshot_OffenseBuff_Reinforce1,,
0123,,683958B2CDEA076B,UB_FatherSonScroll,,
04D0,,68BE1ADB0919A58A,Bestiary_Unlock_Hel_Walker_Shield_Tip_01,,
006B,,68FE54101D9E9F5D,MuspelheimBladesReinforcement,Raging Inferno of Muspelheim,
0499,,69B292F23058A502,ForestChisel_Lore,,
